group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age,source_file
GABAergic Neurons,-0.0043664523,0.019845884,0.426,0.574,0.426,0.23975,False,Slc1a3,21,Slc1a3_casecontrol.csv
Microglia,-0.002237361,0.019104687,0.443,0.557,0.443,0.2623333333333333,False,Slc1a3,21,Slc1a3_casecontrol.csv
Endothelial Cells,-0.0025755048,0.02929638,0.468,0.532,0.468,0.2829,False,Slc1a3,21,Slc1a3_casecontrol.csv
Neurons,0.00039016857,0.013501268,0.524,0.476,0.476,0.3004545454545454,False,Slc1a3,21,Slc1a3_casecontrol.csv
Excitatory Neurons,-0.000102820064,0.012921801,0.501,0.499,0.499,0.317,False,Slc1a3,21,Slc1a3_casecontrol.csv
Medium Spiny Neurons,-0.013636456,0.012369334,0.128,0.872,0.128,0.128,False,Ackr4,21,Ackr4_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012288674,0.011530261,0.852,0.148,0.148,0.138,False,Ackr4,21,Ackr4_casecontrol.csv
Neurons,0.008992098,0.014208353,0.735,0.265,0.265,0.1803333333333333,False,Ackr4,21,Ackr4_casecontrol.csv
Neural Stem Cells,0.010254035,0.018354403,0.707,0.293,0.293,0.2085,False,Ackr4,21,Ackr4_casecontrol.csv
Excitatory Neurons,0.0045593884,0.012282651,0.642,0.358,0.358,0.2384,False,Ackr4,21,Ackr4_casecontrol.csv
Myocytes,0.0085482905,0.024661371,0.632,0.368,0.368,0.26,False,Ackr4,21,Ackr4_casecontrol.csv
Endocrine Cells,0.007513712,0.031065792,0.604,0.396,0.396,0.2794285714285714,False,Ackr4,21,Ackr4_casecontrol.csv
Endothelial Cells,-0.008413029,0.03127682,0.399,0.601,0.399,0.294375,False,Ackr4,21,Ackr4_casecontrol.csv
Astrocytes,0.0023369738,0.015979223,0.577,0.423,0.423,0.3086666666666666,False,Ackr4,21,Ackr4_casecontrol.csv
Microglia,-0.002535382,0.017939173,0.433,0.567,0.433,0.3211,False,Ackr4,21,Ackr4_casecontrol.csv
Oligodendrocytes,-0.0017500381,0.010717255,0.452,0.548,0.452,0.3329999999999999,False,Ackr4,21,Ackr4_casecontrol.csv
GABAergic Neurons,-0.0023737543,0.01890081,0.472,0.528,0.472,0.3445833333333333,False,Ackr4,21,Ackr4_casecontrol.csv
Medium Spiny Neurons,-0.01737906,0.012301251,0.072,0.928,0.072,0.072,False,Acvrl1,21,Acvrl1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011432969,0.0115611665,0.833,0.167,0.167,0.1195,False,Acvrl1,21,Acvrl1_casecontrol.csv
Neurons,0.008889593,0.01420548,0.732,0.268,0.268,0.169,False,Acvrl1,21,Acvrl1_casecontrol.csv
Neural Stem Cells,0.00887736,0.018357147,0.685,0.315,0.315,0.2055,False,Acvrl1,21,Acvrl1_casecontrol.csv
Excitatory Neurons,0.0045930697,0.012288146,0.643,0.357,0.357,0.2358,False,Acvrl1,21,Acvrl1_casecontrol.csv
Endocrine Cells,0.009509352,0.031103771,0.627,0.373,0.373,0.2586666666666666,False,Acvrl1,21,Acvrl1_casecontrol.csv
Astrocytes,0.0023771964,0.016004557,0.58,0.42,0.42,0.2817142857142857,False,Acvrl1,21,Acvrl1_casecontrol.csv
Microglia,-0.0027942026,0.017990466,0.429,0.571,0.429,0.300125,False,Acvrl1,21,Acvrl1_casecontrol.csv
Oligodendrocytes,-0.001855559,0.010709391,0.447,0.553,0.447,0.3164444444444444,False,Acvrl1,21,Acvrl1_casecontrol.csv
Myocytes,-0.0037088569,0.024680825,0.456,0.544,0.456,0.3303999999999999,False,Acvrl1,21,Acvrl1_casecontrol.csv
Endothelial Cells,-0.0021387846,0.030574303,0.472,0.528,0.472,0.3432727272727272,False,Acvrl1,21,Acvrl1_casecontrol.csv
GABAergic Neurons,-0.0022958694,0.018907765,0.473,0.527,0.473,0.3540833333333333,False,Acvrl1,21,Acvrl1_casecontrol.csv
Medium Spiny Neurons,-0.012296908,0.012203543,0.154,0.846,0.154,0.154,False,Atg101,21,Atg101_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011333052,0.011709327,0.83,0.17,0.17,0.162,False,Atg101,21,Atg101_casecontrol.csv
Neurons,0.009743816,0.014041525,0.757,0.243,0.243,0.1889999999999999,False,Atg101,21,Atg101_casecontrol.csv
Neural Stem Cells,0.011003273,0.01817631,0.723,0.277,0.277,0.211,False,Atg101,21,Atg101_casecontrol.csv
Excitatory Neurons,0.0062155416,0.01247389,0.689,0.311,0.311,0.231,False,Atg101,21,Atg101_casecontrol.csv
Myocytes,-0.008523315,0.024749504,0.355,0.645,0.355,0.2516666666666666,False,Atg101,21,Atg101_casecontrol.csv
Endothelial Cells,-0.008097607,0.031161578,0.401,0.599,0.401,0.273,False,Atg101,21,Atg101_casecontrol.csv
Astrocytes,0.0029741563,0.016098544,0.597,0.403,0.403,0.28925,False,Atg101,21,Atg101_casecontrol.csv
Microglia,-0.0041041914,0.018004855,0.405,0.595,0.405,0.3021111111111111,False,Atg101,21,Atg101_casecontrol.csv
Oligodendrocytes,-0.00055263494,0.010610664,0.488,0.512,0.488,0.3207,False,Atg101,21,Atg101_casecontrol.csv
GABAergic Neurons,-0.0006518777,0.019139145,0.505,0.495,0.495,0.3365454545454546,False,Atg101,21,Atg101_casecontrol.csv
Endocrine Cells,-0.00089583325,0.031151012,0.499,0.501,0.499,0.3500833333333333,False,Atg101,21,Atg101_casecontrol.csv
Medium Spiny Neurons,-0.013722651,0.012369789,0.128,0.872,0.128,0.128,False,Aldh3a1,21,Aldh3a1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012306794,0.011529251,0.852,0.148,0.148,0.138,False,Aldh3a1,21,Aldh3a1_casecontrol.csv
Neurons,0.008877387,0.014207756,0.732,0.268,0.268,0.1813333333333333,False,Aldh3a1,21,Aldh3a1_casecontrol.csv
Neural Stem Cells,0.008720964,0.018370995,0.68,0.32,0.32,0.216,False,Aldh3a1,21,Aldh3a1_casecontrol.csv
Excitatory Neurons,0.004516993,0.012285338,0.64,0.36,0.36,0.2448,False,Aldh3a1,21,Aldh3a1_casecontrol.csv
Myocytes,0.008700769,0.024660908,0.632,0.368,0.368,0.2653333333333333,False,Aldh3a1,21,Aldh3a1_casecontrol.csv
Endothelial Cells,-0.008044952,0.031279974,0.401,0.599,0.401,0.2847142857142857,False,Aldh3a1,21,Aldh3a1_casecontrol.csv
Astrocytes,0.0022510944,0.015978422,0.574,0.426,0.426,0.302375,False,Aldh3a1,21,Aldh3a1_casecontrol.csv
Microglia,-0.00263498,0.017938472,0.431,0.569,0.431,0.3166666666666666,False,Aldh3a1,21,Aldh3a1_casecontrol.csv
Oligodendrocytes,-0.0017556723,0.010717143,0.451,0.549,0.451,0.3301,False,Aldh3a1,21,Aldh3a1_casecontrol.csv
Endocrine Cells,0.002184821,0.031065326,0.537,0.463,0.463,0.3421818181818182,False,Aldh3a1,21,Aldh3a1_casecontrol.csv
GABAergic Neurons,-0.002349348,0.018901892,0.472,0.528,0.472,0.353,False,Aldh3a1,21,Aldh3a1_casecontrol.csv
Medium Spiny Neurons,-0.0136856465,0.01236933,0.128,0.872,0.128,0.128,False,Amhr2,21,Amhr2_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012298537,0.0115293665,0.852,0.148,0.148,0.138,False,Amhr2,21,Amhr2_casecontrol.csv
Neurons,0.008949068,0.014208117,0.733,0.267,0.267,0.181,False,Amhr2,21,Amhr2_casecontrol.csv
Neural Stem Cells,0.008507401,0.018371118,0.678,0.322,0.322,0.21625,False,Amhr2,21,Amhr2_casecontrol.csv
Excitatory Neurons,0.004642722,0.012283703,0.647,0.353,0.353,0.2435999999999999,False,Amhr2,21,Amhr2_casecontrol.csv
Myocytes,0.00883248,0.024660788,0.634,0.366,0.366,0.264,False,Amhr2,21,Amhr2_casecontrol.csv
Endocrine Cells,0.007269911,0.031061146,0.6,0.4,0.4,0.2834285714285714,False,Amhr2,21,Amhr2_casecontrol.csv
Endothelial Cells,-0.008066775,0.031281028,0.401,0.599,0.401,0.298125,False,Amhr2,21,Amhr2_casecontrol.csv
Astrocytes,0.002376486,0.015980944,0.58,0.42,0.42,0.3116666666666666,False,Amhr2,21,Amhr2_casecontrol.csv
Microglia,-0.002517649,0.017939875,0.434,0.566,0.434,0.3238999999999999,False,Amhr2,21,Amhr2_casecontrol.csv
Oligodendrocytes,-0.0017205288,0.010717603,0.452,0.548,0.452,0.3355454545454545,False,Amhr2,21,Amhr2_casecontrol.csv
GABAergic Neurons,-0.002214039,0.018901417,0.476,0.524,0.476,0.34725,False,Amhr2,21,Amhr2_casecontrol.csv
Myocytes,-0.031510156,0.024736376,0.101,0.899,0.101,0.101,False,Alpl,21,Alpl_casecontrol.csv
Medium Spiny Neurons,-0.013601287,0.012348736,0.128,0.872,0.128,0.1145,False,Alpl,21,Alpl_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011695448,0.011641467,0.835,0.165,0.165,0.1313333333333333,False,Alpl,21,Alpl_casecontrol.csv
Neural Stem Cells,0.01148588,0.01829174,0.731,0.269,0.269,0.16575,False,Alpl,21,Alpl_casecontrol.csv
Neurons,0.008656509,0.014195047,0.728,0.272,0.272,0.187,False,Alpl,21,Alpl_casecontrol.csv
Endothelial Cells,-0.01436004,0.030841384,0.318,0.682,0.318,0.2088333333333333,False,Alpl,21,Alpl_casecontrol.csv
Excitatory Neurons,0.004509953,0.012291306,0.64,0.36,0.36,0.2304285714285714,False,Alpl,21,Alpl_casecontrol.csv
Endocrine Cells,0.010092041,0.031093076,0.635,0.365,0.365,0.24725,False,Alpl,21,Alpl_casecontrol.csv
Astrocytes,0.0029335718,0.0162261,0.594,0.406,0.406,0.2648888888888889,False,Alpl,21,Alpl_casecontrol.csv
Microglia,-0.0023554128,0.017955652,0.435,0.565,0.435,0.2819,False,Alpl,21,Alpl_casecontrol.csv
Oligodendrocytes,-0.002160476,0.010705105,0.439,0.561,0.439,0.2961818181818181,False,Alpl,21,Alpl_casecontrol.csv
GABAergic Neurons,-0.0024070176,0.018915085,0.471,0.529,0.471,0.31075,False,Alpl,21,Alpl_casecontrol.csv
Medium Spiny Neurons,-0.013735179,0.012356749,0.128,0.872,0.128,0.128,False,Abcb4,21,Abcb4_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012607974,0.011603952,0.859,0.141,0.141,0.1345,False,Abcb4,21,Abcb4_casecontrol.csv
Neurons,0.009052817,0.0142035615,0.735,0.265,0.265,0.178,False,Abcb4,21,Abcb4_casecontrol.csv
Neural Stem Cells,0.008720235,0.018355003,0.68,0.32,0.32,0.2135,False,Abcb4,21,Abcb4_casecontrol.csv
Excitatory Neurons,0.004565943,0.012292001,0.642,0.358,0.358,0.2424,False,Abcb4,21,Abcb4_casecontrol.csv
Myocytes,-0.008159188,0.024687618,0.362,0.638,0.362,0.2623333333333333,False,Abcb4,21,Abcb4_casecontrol.csv
Endothelial Cells,-0.008076674,0.03127623,0.401,0.599,0.401,0.2821428571428572,False,Abcb4,21,Abcb4_casecontrol.csv
Endocrine Cells,0.0060438914,0.031061266,0.584,0.416,0.416,0.298875,False,Abcb4,21,Abcb4_casecontrol.csv
Astrocytes,0.0022018687,0.015987018,0.573,0.427,0.427,0.3131111111111112,False,Abcb4,21,Abcb4_casecontrol.csv
Microglia,-0.0024363818,0.017978437,0.434,0.566,0.434,0.3252,False,Abcb4,21,Abcb4_casecontrol.csv
Oligodendrocytes,-0.0017220208,0.010714367,0.452,0.548,0.452,0.3367272727272727,False,Abcb4,21,Abcb4_casecontrol.csv
GABAergic Neurons,-0.0021510504,0.018918324,0.476,0.524,0.476,0.3483333333333334,False,Abcb4,21,Abcb4_casecontrol.csv
Oligodendrocyte Precursor Cells,0.015668973,0.011719183,0.907,0.093,0.093,0.093,False,Gad2,21,Gad2_casecontrol.csv
Neurons,0.013266436,0.013666394,0.827,0.173,0.173,0.133,False,Gad2,21,Gad2_casecontrol.csv
Endocrine Cells,0.016726866,0.031133147,0.714,0.286,0.286,0.184,False,Gad2,21,Gad2_casecontrol.csv
Myocytes,0.013250615,0.024723025,0.694,0.306,0.306,0.2145,False,Gad2,21,Gad2_casecontrol.csv
Excitatory Neurons,0.0055699213,0.012330349,0.667,0.333,0.333,0.2382,False,Gad2,21,Gad2_casecontrol.csv
Neural Stem Cells,0.0060912464,0.017848585,0.636,0.364,0.364,0.2591666666666667,False,Gad2,21,Gad2_casecontrol.csv
Astrocytes,0.0038829274,0.016114708,0.622,0.378,0.378,0.2761428571428572,False,Gad2,21,Gad2_casecontrol.csv
Medium Spiny Neurons,-0.0036764583,0.011440933,0.388,0.612,0.388,0.290125,False,Gad2,21,Gad2_casecontrol.csv
Endothelial Cells,-0.0068261605,0.03119512,0.414,0.586,0.414,0.3038888888888889,False,Gad2,21,Gad2_casecontrol.csv
GABAergic Neurons,-0.0041525965,0.021043172,0.434,0.566,0.434,0.3169,False,Gad2,21,Gad2_casecontrol.csv
Oligodendrocytes,0.0007307433,0.010603948,0.532,0.468,0.468,0.3306363636363637,False,Gad2,21,Gad2_casecontrol.csv
Microglia,-0.000417374,0.018049603,0.48,0.52,0.48,0.3430833333333334,False,Gad2,21,Gad2_casecontrol.csv
Medium Spiny Neurons,-0.013796024,0.012367151,0.127,0.873,0.127,0.127,False,Trh,21,Trh_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012237136,0.011544143,0.852,0.148,0.148,0.1375,False,Trh,21,Trh_casecontrol.csv
Neurons,0.012679834,0.014156424,0.811,0.189,0.189,0.1546666666666666,False,Trh,21,Trh_casecontrol.csv
Neural Stem Cells,0.008526624,0.018368004,0.678,0.322,0.322,0.1965,False,Trh,21,Trh_casecontrol.csv
Myocytes,0.009102314,0.0246602,0.64,0.36,0.36,0.2292,False,Trh,21,Trh_casecontrol.csv
Endocrine Cells,0.008436343,0.031064976,0.613,0.387,0.387,0.2555,False,Trh,21,Trh_casecontrol.csv
Endothelial Cells,-0.0075727073,0.03127424,0.407,0.593,0.407,0.2771428571428571,False,Trh,21,Trh_casecontrol.csv
Astrocytes,0.0027049056,0.015988737,0.588,0.412,0.412,0.294,False,Trh,21,Trh_casecontrol.csv
Excitatory Neurons,0.002189102,0.0122883795,0.568,0.432,0.432,0.3093333333333333,False,Trh,21,Trh_casecontrol.csv
Microglia,-0.0026167764,0.017942809,0.432,0.568,0.432,0.3216,False,Trh,21,Trh_casecontrol.csv
GABAergic Neurons,-0.0018049325,0.018963758,0.485,0.515,0.485,0.3364545454545454,False,Trh,21,Trh_casecontrol.csv
Oligodendrocytes,-0.00050122774,0.010712278,0.49,0.51,0.49,0.34925,False,Trh,21,Trh_casecontrol.csv
Medium Spiny Neurons,-0.024910025,0.011603528,0.013,0.987,0.013,0.013,True,Ppp1r16b,21,Ppp1r16b_casecontrol.csv
Oligodendrocytes,-0.008284886,0.008108603,0.14,0.86,0.14,0.0765,False,Ppp1r16b,21,Ppp1r16b_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012283285,0.011890944,0.845,0.155,0.155,0.1026666666666666,False,Ppp1r16b,21,Ppp1r16b_casecontrol.csv
Neural Stem Cells,0.0137922615,0.018096212,0.766,0.234,0.234,0.1355,False,Ppp1r16b,21,Ppp1r16b_casecontrol.csv
Endocrine Cells,0.013964846,0.031113405,0.684,0.316,0.316,0.1716,False,Ppp1r16b,21,Ppp1r16b_casecontrol.csv
Neurons,0.0056933514,0.014059038,0.666,0.334,0.334,0.1986666666666666,False,Ppp1r16b,21,Ppp1r16b_casecontrol.csv
Microglia,-0.007490695,0.018109899,0.344,0.656,0.344,0.2194285714285714,False,Ppp1r16b,21,Ppp1r16b_casecontrol.csv
Endothelial Cells,-0.009763487,0.030902416,0.383,0.617,0.383,0.239875,False,Ppp1r16b,21,Ppp1r16b_casecontrol.csv
Excitatory Neurons,-0.0028048328,0.012637041,0.405,0.595,0.405,0.2582222222222222,False,Ppp1r16b,21,Ppp1r16b_casecontrol.csv
Myocytes,0.0057247034,0.024718566,0.59,0.41,0.41,0.2734,False,Ppp1r16b,21,Ppp1r16b_casecontrol.csv
GABAergic Neurons,-0.004623977,0.019397786,0.418,0.582,0.418,0.2865454545454545,False,Ppp1r16b,21,Ppp1r16b_casecontrol.csv
Astrocytes,0.0009454808,0.016257847,0.544,0.456,0.456,0.3006666666666667,False,Ppp1r16b,21,Ppp1r16b_casecontrol.csv
Endocrine Cells,0.14954829,0.032331515,1.0,0.0,0.0,0.0,True,Itih5,21,Itih5_casecontrol.csv
Myocytes,0.061339755,0.025090624,0.992,0.008,0.008,0.004,True,Itih5,21,Itih5_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011266166,0.011700482,0.829,0.171,0.171,0.0596666666666666,False,Itih5,21,Itih5_casecontrol.csv
Medium Spiny Neurons,-0.010141924,0.012263493,0.205,0.795,0.205,0.096,False,Itih5,21,Itih5_casecontrol.csv
Astrocytes,0.009329748,0.016585305,0.73,0.27,0.27,0.1308,False,Itih5,21,Itih5_casecontrol.csv
Neurons,0.0074026855,0.0141474325,0.699,0.301,0.301,0.1591666666666666,False,Itih5,21,Itih5_casecontrol.csv
Neural Stem Cells,0.007615023,0.018132262,0.661,0.339,0.339,0.1848571428571428,False,Itih5,21,Itih5_casecontrol.csv
Endothelial Cells,0.011753298,0.029146126,0.653,0.347,0.347,0.205125,False,Itih5,21,Itih5_casecontrol.csv
Excitatory Neurons,0.0046645747,0.012311412,0.648,0.352,0.352,0.2214444444444444,False,Itih5,21,Itih5_casecontrol.csv
Microglia,-0.0034084783,0.018011518,0.421,0.579,0.421,0.2413999999999999,False,Itih5,21,Itih5_casecontrol.csv
GABAergic Neurons,-0.0022003264,0.01898294,0.476,0.524,0.476,0.2627272727272727,False,Itih5,21,Itih5_casecontrol.csv
Oligodendrocytes,-0.0006444754,0.0105851935,0.487,0.513,0.487,0.2814166666666666,False,Itih5,21,Itih5_casecontrol.csv
Myocytes,0.08224011,0.025040247,1.0,0.0,0.0,0.0,True,Rbp1,21,Rbp1_casecontrol.csv
Endocrine Cells,0.06537863,0.031527504,0.98,0.02,0.02,0.01,True,Rbp1,21,Rbp1_casecontrol.csv
Medium Spiny Neurons,-0.016027154,0.012334434,0.088,0.912,0.088,0.036,True,Rbp1,21,Rbp1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011758081,0.0115762865,0.838,0.162,0.162,0.0675,False,Rbp1,21,Rbp1_casecontrol.csv
Neurons,0.0074394927,0.014195892,0.699,0.301,0.301,0.1142,False,Rbp1,21,Rbp1_casecontrol.csv
Endothelial Cells,-0.014061258,0.030833436,0.321,0.679,0.321,0.1486666666666666,False,Rbp1,21,Rbp1_casecontrol.csv
Neural Stem Cells,0.0056353635,0.018164739,0.629,0.371,0.371,0.1804285714285714,False,Rbp1,21,Rbp1_casecontrol.csv
Excitatory Neurons,0.00402483,0.0123006515,0.625,0.375,0.375,0.20475,False,Rbp1,21,Rbp1_casecontrol.csv
Microglia,-0.0033596288,0.01795881,0.421,0.579,0.421,0.2287777777777777,False,Rbp1,21,Rbp1_casecontrol.csv
Astrocytes,0.002381753,0.01625292,0.578,0.422,0.422,0.2481,False,Rbp1,21,Rbp1_casecontrol.csv
Oligodendrocytes,-0.0023000175,0.010699665,0.436,0.564,0.436,0.2651818181818182,False,Rbp1,21,Rbp1_casecontrol.csv
GABAergic Neurons,-0.0030974175,0.018935816,0.449,0.551,0.449,0.2804999999999999,False,Rbp1,21,Rbp1_casecontrol.csv
Neural Stem Cells,0.039772213,0.016725628,0.997,0.003,0.003,0.003,True,Mlc1,21,Mlc1_casecontrol.csv
Myocytes,0.04895601,0.024855683,0.975,0.025,0.025,0.014,True,Mlc1,21,Mlc1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.014916975,0.011829479,0.899,0.101,0.101,0.043,True,Mlc1,21,Mlc1_casecontrol.csv
Endocrine Cells,0.031244665,0.031263527,0.834,0.166,0.166,0.07375,False,Mlc1,21,Mlc1_casecontrol.csv
Medium Spiny Neurons,-0.009662655,0.012140951,0.215,0.785,0.215,0.102,False,Mlc1,21,Mlc1_casecontrol.csv
Astrocytes,0.010879316,0.017714193,0.741,0.259,0.259,0.1281666666666666,False,Mlc1,21,Mlc1_casecontrol.csv
Neurons,0.0071396334,0.01395589,0.699,0.301,0.301,0.1528571428571428,False,Mlc1,21,Mlc1_casecontrol.csv
Excitatory Neurons,0.004108883,0.012447361,0.626,0.374,0.374,0.1805,False,Mlc1,21,Mlc1_casecontrol.csv
Microglia,-0.00062832545,0.018245667,0.473,0.527,0.473,0.2129999999999999,False,Mlc1,21,Mlc1_casecontrol.csv
Oligodendrocytes,8.0268575e-05,0.0104416525,0.513,0.487,0.487,0.2404,False,Mlc1,21,Mlc1_casecontrol.csv
GABAergic Neurons,-0.0014669832,0.019180495,0.492,0.508,0.492,0.2632727272727272,False,Mlc1,21,Mlc1_casecontrol.csv
Endothelial Cells,-0.0004836325,0.030474411,0.493,0.507,0.493,0.2824166666666666,False,Mlc1,21,Mlc1_casecontrol.csv
Myocytes,0.04954231,0.024833418,0.98,0.02,0.02,0.02,True,Adcyap1,21,Adcyap1_casecontrol.csv
Medium Spiny Neurons,-0.015252289,0.012363725,0.101,0.899,0.101,0.0605,False,Adcyap1,21,Adcyap1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.013075295,0.011584128,0.873,0.127,0.127,0.0826666666666666,False,Adcyap1,21,Adcyap1_casecontrol.csv
Neural Stem Cells,0.008731922,0.018360728,0.681,0.319,0.319,0.14175,False,Adcyap1,21,Adcyap1_casecontrol.csv
Endothelial Cells,-0.008387483,0.031267464,0.399,0.601,0.399,0.1931999999999999,False,Adcyap1,21,Adcyap1_casecontrol.csv
Excitatory Neurons,0.0026439389,0.01235618,0.583,0.417,0.417,0.2305,False,Adcyap1,21,Adcyap1_casecontrol.csv
Oligodendrocytes,-0.0026775692,0.010695036,0.424,0.576,0.424,0.2581428571428571,False,Adcyap1,21,Adcyap1_casecontrol.csv
Microglia,-0.002658653,0.017955067,0.431,0.569,0.431,0.27975,False,Adcyap1,21,Adcyap1_casecontrol.csv
Neurons,-0.002546658,0.013964881,0.431,0.569,0.431,0.2965555555555555,False,Adcyap1,21,Adcyap1_casecontrol.csv
Astrocytes,0.00085017737,0.015996413,0.543,0.457,0.457,0.3126,False,Adcyap1,21,Adcyap1_casecontrol.csv
GABAergic Neurons,-0.0023824365,0.0189164,0.472,0.528,0.472,0.3270909090909091,False,Adcyap1,21,Adcyap1_casecontrol.csv
Endocrine Cells,0.0015998201,0.031057768,0.525,0.475,0.475,0.3394166666666666,False,Adcyap1,21,Adcyap1_casecontrol.csv
Endocrine Cells,-0.20496991,0.03321579,0.0,1.0,0.0,0.0,True,Meg3,21,Meg3_casecontrol.csv
Myocytes,0.64629245,0.0272967,1.0,0.0,0.0,0.0,True,Meg3,21,Meg3_casecontrol.csv
Neural Stem Cells,0.16624987,0.014392381,1.0,0.0,0.0,0.0,True,Meg3,21,Meg3_casecontrol.csv
Neurons,0.059113145,0.011612162,1.0,0.0,0.0,0.0,True,Meg3,21,Meg3_casecontrol.csv
Oligodendrocyte Precursor Cells,0.024286306,0.0119320275,0.984,0.016,0.016,0.0032,True,Meg3,21,Meg3_casecontrol.csv
GABAergic Neurons,0.042321682,0.026409829,0.943,0.057,0.057,0.0121666666666666,True,Meg3,21,Meg3_casecontrol.csv
Medium Spiny Neurons,-0.01494073,0.010196604,0.067,0.933,0.067,0.02,True,Meg3,21,Meg3_casecontrol.csv
Excitatory Neurons,0.02138729,0.01715486,0.882,0.118,0.118,0.03225,True,Meg3,21,Meg3_casecontrol.csv
Oligodendrocytes,0.005804452,0.010098921,0.714,0.286,0.286,0.0604444444444444,False,Meg3,21,Meg3_casecontrol.csv
Microglia,0.008115119,0.018442966,0.668,0.332,0.332,0.0876,False,Meg3,21,Meg3_casecontrol.csv
Astrocytes,0.0063193645,0.01647143,0.666,0.334,0.334,0.11,False,Meg3,21,Meg3_casecontrol.csv
Endothelial Cells,-0.001867658,0.030908152,0.478,0.522,0.478,0.1406666666666667,False,Meg3,21,Meg3_casecontrol.csv
Oligodendrocytes,0.037765384,0.010437372,1.0,0.0,0.0,0.0,True,Nmu,21,Nmu_casecontrol.csv
Oligodendrocyte Precursor Cells,0.014395042,0.011563632,0.896,0.104,0.104,0.052,False,Nmu,21,Nmu_casecontrol.csv
Medium Spiny Neurons,-0.01323152,0.012347816,0.137,0.863,0.137,0.0803333333333333,False,Nmu,21,Nmu_casecontrol.csv
Neurons,0.009506044,0.014192769,0.752,0.248,0.248,0.12225,False,Nmu,21,Nmu_casecontrol.csv
Neural Stem Cells,0.011548937,0.018372307,0.731,0.269,0.269,0.1516,False,Nmu,21,Nmu_casecontrol.csv
Myocytes,0.01255907,0.024669921,0.684,0.316,0.316,0.179,False,Nmu,21,Nmu_casecontrol.csv
Excitatory Neurons,0.0049727373,0.012286272,0.654,0.346,0.346,0.2028571428571428,False,Nmu,21,Nmu_casecontrol.csv
Astrocytes,0.0035946257,0.016001351,0.613,0.387,0.387,0.225875,False,Nmu,21,Nmu_casecontrol.csv
Endothelial Cells,-0.0077672554,0.031271562,0.404,0.596,0.404,0.2456666666666666,False,Nmu,21,Nmu_casecontrol.csv
Endocrine Cells,0.005446714,0.031049885,0.571,0.429,0.429,0.2639999999999999,False,Nmu,21,Nmu_casecontrol.csv
Microglia,-0.0020766938,0.017953428,0.444,0.556,0.444,0.2803636363636363,False,Nmu,21,Nmu_casecontrol.csv
GABAergic Neurons,-0.0022082266,0.018910887,0.476,0.524,0.476,0.2966666666666666,False,Nmu,21,Nmu_casecontrol.csv
Medium Spiny Neurons,-0.013647489,0.0123694455,0.128,0.872,0.128,0.128,False,Adgrf1,21,Adgrf1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.01230989,0.011529023,0.852,0.148,0.148,0.138,False,Adgrf1,21,Adgrf1_casecontrol.csv
Neurons,0.008989825,0.014208117,0.735,0.265,0.265,0.1803333333333333,False,Adgrf1,21,Adgrf1_casecontrol.csv
Neural Stem Cells,0.008540151,0.01837147,0.678,0.322,0.322,0.21575,False,Adgrf1,21,Adgrf1_casecontrol.csv
Excitatory Neurons,0.0045736604,0.012282063,0.642,0.358,0.358,0.2442,False,Adgrf1,21,Adgrf1_casecontrol.csv
Myocytes,0.0086451685,0.02466137,0.632,0.368,0.368,0.2648333333333333,False,Adgrf1,21,Adgrf1_casecontrol.csv
Endothelial Cells,-0.008073979,0.031281386,0.401,0.599,0.401,0.2842857142857143,False,Adgrf1,21,Adgrf1_casecontrol.csv
Endocrine Cells,0.0070449994,0.03106115,0.598,0.402,0.402,0.299,False,Adgrf1,21,Adgrf1_casecontrol.csv
