,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,delta_log2FC,se_delta,z,p_delta,q_delta
Spi1,0.1478152189896803,0.42116036455894845,0.0,0.5956106994932618,0.0,1.0,1.0
Spib,-0.8365688386867549,2.7983114213528526,0.0,3.9574099638207367,0.0,1.0,1.0
Spink1,0.007872714687639584,3.5286305493179864,0.0,4.990237179449521,0.0,1.0,1.0
Spink12,-0.2843685983480187,2.519621241416132,0.0,3.563282531654028,0.0,1.0,1.0
Spink8,-0.43344765799999496,0.7768924011971171,0.0,1.0986917702775627,0.0,1.0,1.0
Spn,0.007872961831747422,3.430180401048962,0.0,4.851007644549824,0.0,1.0,1.0
Spo11,0.007872637399782003,3.558854898878266,0.0,5.032980864511574,0.0,1.0,1.0
Spock3,-0.10738887971240975,0.12303098883525267,0.0,0.17399209300298715,0.0,1.0,1.0
Spon1,-0.0005175619870514315,0.0748516138421196,0.0,0.10585616746103922,0.0,1.0,1.0
Spop,0.08558933371532707,0.11181653731969077,0.0,0.15813246357510402,0.0,1.0,1.0
Spopl,-0.09591414561580737,0.1558876348265598,0.0,0.22045840737798528,0.0,1.0,1.0
Spred1,-0.0702399991043506,0.07468812789553737,0.0,0.10562496341812525,0.0,1.0,1.0
Sprr2d,-1.9372559385366352,3.5585754829267136,0.0,5.032585710683344,0.0,1.0,1.0
Sprr2f,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Spry1,-0.15073197127402288,0.12405346300558004,0.0,0.1754380898418403,0.0,1.0,1.0
Spry2,-0.22171639183782543,0.11375282826264338,0.0,0.16087079248732777,0.0,1.0,1.0
Spry4,-0.12785397637719859,0.12112469655619644,0.0,0.17129618860809873,0.0,1.0,1.0
Spsb1,0.055736556217899615,0.14656146263474742,0.0,0.20726920817929742,0.0,1.0,1.0
Spsb2,0.13353026385792313,0.23364422285451372,0.0,0.33042282873097517,0.0,1.0,1.0
Spta1,-0.8363014542927273,2.815607468266432,0.0,3.981870267941362,0.0,1.0,1.0
Sptan1,0.019022458833486078,0.07535086607663362,0.0,0.10656221674213404,0.0,1.0,1.0
Sptb,-0.1402744138495421,0.12093786328563337,0.0,0.17103196646296592,0.0,1.0,1.0
Sptbn2,-0.030041020431118583,0.12547213690224204,0.0,0.1774443977070844,0.0,1.0,1.0
Sptlc2,0.048987234307453977,0.12781137602101802,0.0,0.18075258139449107,0.0,1.0,1.0
Sqstm1,0.03923778169812711,0.09753103248543729,0.0,0.13792970889315634,0.0,1.0,1.0
Sra1,0.028853909496344154,0.19144370342620015,0.0,0.2707422818162648,0.0,1.0,1.0
Src,-0.0966539682828155,0.2257560093233679,0.0,0.3192672101723338,0.0,1.0,1.0
Srd5a3,-0.01994832771578732,0.19807388509703303,0.0,0.2801187746561542,0.0,1.0,1.0
Srebf1,-0.011440669907964279,0.16987512719080927,0.0,0.240239708783097,0.0,1.0,1.0
Srebf2,-0.0066474519172934135,0.1169239598991737,0.0,0.16535544985577935,0.0,1.0,1.0
Srf,-0.17086805359899196,0.20092355746839363,0.0,0.28414881997205227,0.0,1.0,1.0
Srgap1,0.022316986904852426,0.10519036192401271,0.0,0.1487616364638732,0.0,1.0,1.0
Srp72,0.08054743539772867,0.18965150275298712,0.0,0.26820772731771275,0.0,1.0,1.0
Srpx2,0.9020012418058879,0.946406110244426,0.0,1.3384203566204338,0.0,1.0,1.0
Srr,-0.005897602311562828,0.15962183810717803,0.0,0.2257393683020937,0.0,1.0,1.0
Srrm1,0.07176260242131313,0.0875208093920233,0.0,0.1237731156320699,0.0,1.0,1.0
Srrm4,0.2756567066403442,0.2204654448667677,0.0,0.3117852221652007,0.0,1.0,1.0
Srsf1,-0.02505165549205406,0.09063155539299643,0.0,0.12817237481574398,0.0,1.0,1.0
Srsf2,-0.040694749647369,0.09433473893259407,0.0,0.13340946720139976,0.0,1.0,1.0
Srsf4,0.00571503404369648,0.1124552224685291,0.0,0.15903570077467746,0.0,1.0,1.0
Sry,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Ss18l1,0.20144073672906307,0.14602053673520404,0.0,0.2065042234359243,0.0,1.0,1.0
Ssbp2,0.08991303550247472,0.12871931059641722,0.0,0.18203659478476808,0.0,1.0,1.0
Ssr2,-0.051861945960661376,0.15234576249292864,0.0,0.21544944348757006,0.0,1.0,1.0
Ssrp1,0.13840188343831156,0.1260984766775779,0.0,0.17833017591201808,0.0,1.0,1.0
Sst,0.28164753817944005,0.15410546836483488,0.0,0.21793804339740744,0.0,1.0,1.0
Sstr1,-0.05503562597820099,0.11418306385792396,0.0,0.16147923750118923,0.0,1.0,1.0
Sstr2,0.10962412834986104,0.3509381979885251,0.0,0.4963015591501466,0.0,1.0,1.0
Sstr3,-0.21125340272146656,0.2687725548897053,0.0,0.38010179231868835,0.0,1.0,1.0
Sstr4,0.053416120869001944,0.26646879923003947,0.0,0.3768437898203951,0.0,1.0,1.0
St6galnac5,-0.14916532297067048,0.17629794106854174,0.0,0.2493229392775844,0.0,1.0,1.0
Stab1,-0.1999631368598682,0.355522338945898,0.0,0.5027845134638934,0.0,1.0,1.0
Stac,0.2262203032109439,1.2490940813501725,0.0,1.7664857905253761,0.0,1.0,1.0
Stag2,-0.08124825565638007,0.11482693404990392,0.0,0.16238980745909506,0.0,1.0,1.0
Stam2,0.1018796407192037,0.1482690727748879,0.0,0.20968413359872992,0.0,1.0,1.0
Star,0.3029231366554341,0.5965713387021463,0.0,0.8436792781156486,0.0,1.0,1.0
Stat1,0.194526593095419,0.2017969392759654,0.0,0.2853839683694502,0.0,1.0,1.0
Stat2,0.19216809903981427,0.18570861278966355,0.0,0.2626316388566358,0.0,1.0,1.0
Stat3,-0.009076489699256517,0.11046766823094888,0.0,0.1562248746159394,0.0,1.0,1.0
Stat4,-0.8470112333359894,0.9858724244609637,0.0,1.3942341534423395,0.0,1.0,1.0
Stat5a,-0.16981020430405971,0.33488309130322347,0.0,0.4735962095304461,0.0,1.0,1.0
Stat5b,0.007922368142859232,0.14534921308196383,0.0,0.20555482842077014,0.0,1.0,1.0
Stat6,-0.049279339634745206,0.59339730559448,0.0,0.8391905174473656,0.0,1.0,1.0
Stau2,0.08271348888035365,0.13682552511793836,0.0,0.193500513300609,0.0,1.0,1.0
Steap1,1.0630939970253237,0.6139638711421558,0.0,0.868276033376324,0.0,1.0,1.0
Stim1,-0.02014890404156405,0.15689887073314404,0.0,0.2218885109118354,0.0,1.0,1.0
Stim2,-0.10056683127744709,0.12070150948959592,0.0,0.17069771171909137,0.0,1.0,1.0
Stimate,0.17018540820277875,0.21627611893001353,0.0,0.3058606206082416,0.0,1.0,1.0
Stip1,-0.0028311283497523825,0.11204462211944391,0.0,0.15845502419228605,0.0,1.0,1.0
Stk11,-0.11956583379733288,0.13811913607201579,0.0,0.1953299554562997,0.0,1.0,1.0
Stk3,-0.08432142340107045,0.16853207751716076,0.0,0.23834034971968251,0.0,1.0,1.0
Stk32a,0.12626492189899638,0.1326775285264536,0.0,0.18763436026425387,0.0,1.0,1.0
Stk38,0.1022346945609768,0.16616941906211088,0.0,0.2349990460892955,0.0,1.0,1.0
Stk38l,-0.009630106130895868,0.16124280702113264,0.0,0.2280317645243935,0.0,1.0,1.0
Stk39,-0.0668625000674632,0.09498100800664819,0.0,0.1343234296908694,0.0,1.0,1.0
Stk4,0.026622012116534897,0.1551667167708022,0.0,0.21943887528617326,0.0,1.0,1.0
Stmn2,0.08703853481061295,0.09559671028193457,0.0,0.13519416419896338,0.0,1.0,1.0
Stmn4,-0.04700291504573576,0.08476881705583465,0.0,0.1198812107466851,0.0,1.0,1.0
Stom,-0.044250343205826166,0.1596674291781628,0.0,0.22580384381300347,0.0,1.0,1.0
Stoml3,0.007873048913836587,3.3948051086344777,0.0,4.800979426244346,0.0,1.0,1.0
Stra6l,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Stra8,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Strn3,0.031179507585386065,0.08739785792864932,0.0,0.1235992360050528,0.0,1.0,1.0
Stub1,-0.04250868393853161,0.11654523473400281,0.0,0.1648198515907827,0.0,1.0,1.0
Stx1a,-0.029253939927392305,0.11782103453475898,0.0,0.16662410497188496,0.0,1.0,1.0
Stx8,0.025014442929812582,0.14897856337101767,0.0,0.2106875048221528,0.0,1.0,1.0
Stxbp1,0.09702773645906419,0.07481388108101207,0.0,0.10580280527853518,0.0,1.0,1.0
Stxbp4,-0.014640253410789545,0.13027759267631533,0.0,0.18424033843616294,0.0,1.0,1.0
Stxbp5l,-0.027524747772227992,0.10840738475453014,0.0,0.15331119378125482,0.0,1.0,1.0
Sucnr1,-0.996075875215993,2.025987438815106,0.0,2.8651789131698537,0.0,1.0,1.0
Sufu,-0.026678389847739542,0.12774869136979408,0.0,0.18066393191057756,0.0,1.0,1.0
Sulf1,-0.10873949500364179,0.1630190982717095,0.0,0.23054381970168394,0.0,1.0,1.0
Sulf2,-0.02470975557555654,0.07102905036592067,0.0,0.10045024634996666,0.0,1.0,1.0
Sult1a1,-0.17548784237266474,0.29422798937442024,0.0,0.416101213003072,0.0,1.0,1.0
Sult2a8,0.007872637399782003,3.558854898878266,0.0,5.032980864511574,0.0,1.0,1.0
Sumf1,0.11118839818220548,0.24178460851076558,0.0,0.34193507252899397,0.0,1.0,1.0
Sumo1,-0.0760491455441943,0.11526124661409635,0.0,0.16300401817768506,0.0,1.0,1.0
Sumo3,0.08879942321709151,0.1141320668979224,0.0,0.16140711690871523,0.0,1.0,1.0
Sun1,0.038144693610932506,0.13687333495758436,0.0,0.19356812662425127,0.0,1.0,1.0
Supt16,0.11041186999160102,0.13662931768528597,0.0,0.1932230340883136,0.0,1.0,1.0
Supt20,-0.08494620749169814,0.14937090889474858,0.0,0.21124236518294942,0.0,1.0,1.0
Supt3,-0.1463776131171128,0.1846058232927782,0.0,0.26107205899369795,0.0,1.0,1.0
Supt5,0.0596464278451691,0.11406340894944829,0.0,0.16131001990681842,0.0,1.0,1.0
Supt6,0.07056586867696822,0.10342555747348946,0.0,0.14626582607500682,0.0,1.0,1.0
Suv39h1,0.26306979168508077,0.20664630367732267,0.0,0.2922420052747389,0.0,1.0,1.0
Suz12,0.046991280076586324,0.12369872500500839,0.0,0.17493641455034278,0.0,1.0,1.0
Sv2a,0.05316279371361768,0.10740936122877076,0.0,0.1518997753755585,0.0,1.0,1.0
Sv2c,0.3045955913838587,0.1979585484066648,0.0,0.2799556639443962,0.0,1.0,1.0
Svil,0.013584554782388717,0.12219695142812588,0.0,0.17281258599030197,0.0,1.0,1.0
Syce2,-0.44954103302566795,0.32688858130936377,0.0,0.46229026507260246,0.0,1.0,1.0
Sycp3,-0.5770211242402518,0.9455494475577281,0.0,1.3372088526305266,0.0,1.0,1.0
Syk,-0.6135633625552923,0.603970719195443,0.0,0.8541435823624277,0.0,1.0,1.0
Syn1,0.11038840478140591,0.10310729440756022,0.0,0.14581573413076726,0.0,1.0,1.0
Syn2,0.05357090762834844,0.08555258886549064,0.0,0.1209896314697063,0.0,1.0,1.0
Syn3,0.018651946837766883,0.15544807258232662,0.0,0.2198367724906836,0.0,1.0,1.0
Syncrip,-0.0059866049934359,0.11440880328857768,0.0,0.1617984812655821,0.0,1.0,1.0
Syne1,0.03332065462503215,0.09676765925033297,0.0,0.13685013611091917,0.0,1.0,1.0
Syne4,0.34602906132597466,0.3230170309356943,0.0,0.4568150660267485,0.0,1.0,1.0
Syngr3,-0.00732498679098962,0.10493331073000998,0.0,0.14839811117909033,0.0,1.0,1.0
Synj2bp,0.173343580113861,0.18494863515496904,0.0,0.2615568681785506,0.0,1.0,1.0
Synpo,0.013692509298338545,0.17940597161488,0.0,0.2537183582284858,0.0,1.0,1.0
Synpo2,0.10224232888890067,0.21868608778769255,0.0,0.3092688312516681,0.0,1.0,1.0
Syp,0.09929595381620485,0.09100253184151984,0.0,0.12869701474056677,0.0,1.0,1.0
Sypl2,-0.22206462602426874,0.7247417648399633,0.0,1.0249396330548886,0.0,1.0,1.0
Syt2,0.11514927009918216,0.28196444870405596,0.0,0.3987579474643288,0.0,1.0,1.0
Syt4,0.026731733508308982,0.1345654302674108,0.0,0.19030425651074334,0.0,1.0,1.0
Syt6,-0.08963786060269004,0.22116529229585818,0.0,0.31277495589101245,0.0,1.0,1.0
Syt9,0.16789201003936413,0.2215109081653989,0.0,0.3132637305410883,0.0,1.0,1.0
Sytl5,0.02918375383493072,0.2145513494647705,0.0,0.30342142823852797,0.0,1.0,1.0
Szt2,-0.006599384777787346,0.21604855511350496,0.0,0.3055387967726298,0.0,1.0,1.0
T,1.0087821296047212,1.6058066456458544,0.0,2.270953536821214,0.0,1.0,1.0
Taar5,0.6616109903992625,3.095901817201249,0.0,4.3782663376615165,0.0,1.0,1.0
Tab1,-0.030315854210245123,0.19030986332589925,0.0,0.2691387897688568,0.0,1.0,1.0
Tac1,0.054301598288545985,0.1350649798528944,0.0,0.1910107263096121,0.0,1.0,1.0
Tac2,0.46711482788651787,0.23225645891897642,0.0,0.32846023415196607,0.0,1.0,1.0
Tacr1,-0.28262671321488714,0.6303508732294149,0.0,0.891450753974762,0.0,1.0,1.0
Tacr2,-2.5657028433843574,3.319123404805128,0.0,4.693949334265376,0.0,1.0,1.0
Tacr3,0.8261932663021567,0.6882946234127395,0.0,0.9733955913387783,0.0,1.0,1.0
Tacstd2,0.7213844061394108,1.2974340357813372,0.0,1.8348488096864266,0.0,1.0,1.0
Taf11,-0.09408028744999716,0.17110438863399882,0.0,0.241978146987758,0.0,1.0,1.0
Taf12,0.22275796796375055,0.18170073227925027,0.0,0.25696363988243853,0.0,1.0,1.0
Taf15,-0.07814652000019078,0.127794192692499,0.0,0.18072828049825276,0.0,1.0,1.0
Taf4,0.08985280146527454,0.12733107845711022,0.0,0.1800733380656379,0.0,1.0,1.0
Taf5l,-0.0734117508096374,0.1535666086464839,0.0,0.21717598067549893,0.0,1.0,1.0
Taf6l,-0.006060825232282782,0.7307051955366746,0.0,1.0333731976244496,0.0,1.0,1.0
Taf9,0.03846878648490918,0.10431491033596928,0.0,0.1475235609548611,0.0,1.0,1.0
Tagln,-0.06384436003635449,0.8934455250269211,0.0,1.2635227787346224,0.0,1.0,1.0
Tal1,1.3579339348500483,1.823405242905545,0.0,2.5786844242192295,0.0,1.0,1.0
Tap1,0.08266077670663989,0.25360686199525206,0.0,0.3586542637445673,0.0,1.0,1.0
Tardbp,0.007959896533058234,0.08732413786875125,0.0,0.123494980096526,0.0,1.0,1.0
Tas1r1,0.9960057458150953,1.8876841289988033,0.0,2.6695884967065506,0.0,1.0,1.0
Tas1r2,-2.4128066592606405,3.2253115219412325,0.0,4.561279297207499,0.0,1.0,1.0
Tas1r3,0.2854764472393742,0.5631265700551922,0.0,0.7963812327046956,0.0,1.0,1.0
Tbc1d1,0.08876334714729649,0.1649438337707883,0.0,0.23326580674846215,0.0,1.0,1.0
Tbc1d22a,0.02070658540616029,0.19372520609910815,0.0,0.2739688138388818,0.0,1.0,1.0
Tbck,0.021731747650631388,0.11469961060884265,0.0,0.1622097449219382,0.0,1.0,1.0
Tbk1,0.11241982733104708,0.12310566097221369,0.0,0.17409769535180883,0.0,1.0,1.0
Tbl1xr1,-0.11341706669622581,0.1265910873764314,0.0,0.1790268326433068,0.0,1.0,1.0
Tbp,0.0710621688158109,0.15214944020124113,0.0,0.21517180184006943,0.0,1.0,1.0
Tbpl1,0.06964819628795449,0.12292146584420179,0.0,0.17383720410365133,0.0,1.0,1.0
Tbr1,0.0438825844777475,0.2165576838183104,0.0,0.3062588134919591,0.0,1.0,1.0
Tbx1,-0.7921562740495218,0.6233950760886076,0.0,0.8816137713211163,0.0,1.0,1.0
Tbx18,0.3045808646348131,1.0815975288473787,0.0,1.529609894325188,0.0,1.0,1.0
Tbx2,0.07824441889896386,0.5399769020742489,0.0,0.7636426582816114,0.0,1.0,1.0
Tbx20,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Tbx21,-0.29654083764579875,0.9322153846702753,0.0,1.3183516400535553,0.0,1.0,1.0
Tbx3,-0.580332246221314,0.5630620478322501,0.0,0.7962899845019364,0.0,1.0,1.0
Tbx4,-2.1972794407735563,1.5708104762020403,0.0,2.2214614793626652,0.0,1.0,1.0
Tbx5,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Tbx6,0.0356454141243946,0.6787909095282286,0.0,0.9599553102703895,0.0,1.0,1.0
Tbxa2r,-0.02222759846168908,1.6306709662714167,0.0,2.3061169962690773,0.0,1.0,1.0
Tcaf1,0.06797742529797442,0.08633859494975281,0.0,0.12210121193417763,0.0,1.0,1.0
Tcam1,1.5892453092414809,2.650739646519906,0.0,3.748711958428515,0.0,1.0,1.0
Tceal5,-0.04390615638881752,0.08757089642895749,0.0,0.12384394939900131,0.0,1.0,1.0
Tceal9,-0.007260573407749706,0.14079466498653098,0.0,0.19911372473372846,0.0,1.0,1.0
Tcf12,-0.011050761369921051,0.11406754905176035,0.0,0.16131587489565777,0.0,1.0,1.0
Tcf21,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Tcf3,-0.061602133107290666,0.15224215023413137,0.0,0.21530291362595086,0.0,1.0,1.0
Tcf7,-0.519526331939218,0.31924232210732245,0.0,0.45147682160765557,0.0,1.0,1.0
Tcf7l1,0.05126444310103231,0.2828911172634566,0.0,0.40006845470885793,0.0,1.0,1.0
Tcf7l2,0.053056602330866995,0.13633166797108645,0.0,0.19280209382565616,0.0,1.0,1.0
Tcof1,0.045234880867040785,0.23252779582153904,0.0,0.3288439624795424,0.0,1.0,1.0
Tcp1,0.08635845748334409,0.09256217623788757,0.0,0.13090268499838922,0.0,1.0,1.0
Tctn1,0.29784836161281564,0.4056943667218701,0.0,0.5737384755964328,0.0,1.0,1.0
Tdg,-0.051853868677336656,0.1206790276602759,0.0,0.17066591761116004,0.0,1.0,1.0
Tdgf1,0.1784896947792583,0.8655080541931298,0.0,1.224013228583072,0.0,1.0,1.0
Tdh,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Tdrd1,-3.225056561116791,2.6728612568228347,0.0,3.779996639740449,0.0,1.0,1.0
Tdrkh,-0.030723932204290212,0.1265505510771926,0.0,0.17896950565915487,0.0,1.0,1.0
Tead1,0.013023051183837373,0.18378536503927073,0.0,0.25991175580422676,0.0,1.0,1.0
Tead2,0.17558605463972124,0.8413426338340448,0.0,1.189838163370807,0.0,1.0,1.0
Tead3,-0.0916820070760167,0.3822272371075863,0.0,0.5405509426259453,0.0,1.0,1.0
Tec,-0.0553605251634432,0.3560159661796115,0.0,0.5034826077925677,0.0,1.0,1.0
Tecpr2,0.010861583438104255,0.1402330700368079,0.0,0.19831950953926986,0.0,1.0,1.0
Tecr,0.2176043716434443,0.14850262852981652,0.0,0.21001443131492023,0.0,1.0,1.0
Tectb,1.5962898319944587,4.214277946543864,0.0,5.959889027612169,0.0,1.0,1.0
Tek,-0.3385924100155976,0.2683944390500916,0.0,0.37956705577015853,0.0,1.0,1.0
Tenm1,-0.022622435326744187,0.13891257170514879,0.0,0.19645204288954646,0.0,1.0,1.0
Tenm4,0.021756155679256598,0.2311200354512784,0.0,0.32685308867134844,0.0,1.0,1.0
Tent5c,-0.06356837905370517,0.6625980958087605,0.0,0.9370552134953365,0.0,1.0,1.0
Tepsin,0.30924296803745027,0.2042418994502698,0.0,0.28884166420741353,0.0,1.0,1.0
Terf1,0.19983484602269083,0.14560907553541075,0.0,0.20592232942678632,0.0,1.0,1.0
Terf2,-0.11403926403015038,0.11737159808361823,0.0,0.16598850584725688,0.0,1.0,1.0
Tert,0.4229372489963281,0.42480717766644605,0.0,0.600768072049325,0.0,1.0,1.0
Tesmin,-0.39248991831279467,0.5939308829936835,0.0,0.839945109841895,0.0,1.0,1.0
Tespa1,0.5190610849828933,2.1919681749731166,0.0,3.099911121337183,0.0,1.0,1.0
Tet1,0.08387129198660304,0.1405008737151364,0.0,0.19869824113321538,0.0,1.0,1.0
Tet2,-0.014706495115069539,0.1356511098269587,0.0,0.1918396392682472,0.0,1.0,1.0
Tet3,0.1421315247750372,0.15301537884179353,0.0,0.21639642400972153,0.0,1.0,1.0
Tex101,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Tex19.1,-0.6354730443476035,2.064155406289572,0.0,2.919156570420459,0.0,1.0,1.0
Tfam,-0.040868842464345224,0.19476412265383117,0.0,0.275438063720745,0.0,1.0,1.0
Tfap2a,0.5649482708129658,2.1204439730727693,0.0,2.9987606249718004,0.0,1.0,1.0
Tfap2b,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Tfap2c,0.4263914632922763,1.786894222230926,0.0,2.527050043605099,0.0,1.0,1.0
Tfap2d,-0.421762933454598,1.1744178067309572,0.0,1.660877590171384,0.0,1.0,1.0
Tfeb,0.14994999537285122,0.16579046122290986,0.0,0.23446311877352982,0.0,1.0,1.0
Tfpi,-0.5240688658541554,0.445351760307704,0.0,0.6298224994538868,0.0,1.0,1.0
Tfrc,-0.15564011104383704,0.10962606096517191,0.0,0.15503466220648587,0.0,1.0,1.0
Tgfa,-0.046827511109151516,0.09430709969060862,0.0,0.13337037941053023,0.0,1.0,1.0
Tgfb1,-0.6843288292782259,0.4235581446840945,0.0,0.599001672665832,0.0,1.0,1.0
Tgfb1i1,-0.4185324195079681,0.2827272806281475,0.0,0.3998367547171902,0.0,1.0,1.0
Tgfb2,0.1491113252680625,0.16813651433705376,0.0,0.23778093890559976,0.0,1.0,1.0
Tgfb3,-0.26961797590049486,0.24239030052616925,0.0,0.34279165039179893,0.0,1.0,1.0
Tgfbr1,-0.06597957746851571,0.1678996570998477,0.0,0.23744597218839672,0.0,1.0,1.0
Tgfbr2,-0.1035433999482696,0.2926113439832861,0.0,0.41381493116538215,0.0,1.0,1.0
Tgfbr3,-0.18870522221183325,0.21058646761189437,0.0,0.29781423854898353,0.0,1.0,1.0
Tgif2,-0.08619968686133242,1.2378087617470388,0.0,1.7505259384869094,0.0,1.0,1.0
Tgm2,0.03779246662605189,0.21264024600576723,0.0,0.30071871980770737,0.0,1.0,1.0
Tgs1,0.01562422322403247,0.15278794687866717,0.0,0.21607478664295113,0.0,1.0,1.0
Th,0.7221925810218749,0.6324696456872031,0.0,0.8944471507201487,0.0,1.0,1.0
Thap12,-0.0610607426116793,0.11317400983513635,0.0,0.16005221961699587,0.0,1.0,1.0
Thbd,-0.8871623278978303,1.1175432069478977,0.0,1.5804447598036393,0.0,1.0,1.0
Thbs1,-0.9632343096311462,0.7351493707006341,0.0,1.0396582104148828,0.0,1.0,1.0
Thbs2,-0.21005855290909167,0.3729378246658148,0.0,0.5274137295643146,0.0,1.0,1.0
Thbs3,0.15319458865578123,0.25114498394468954,0.0,0.35517264241655316,0.0,1.0,1.0
Thbs4,-0.8614504943679291,0.46501764666025225,0.0,0.6576342626497486,0.0,1.0,1.0
Themis,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Thpo,-0.3696323933651076,1.1649641998119076,0.0,1.6475081710531199,0.0,1.0,1.0
Thra,0.04010005697824542,0.11192162177823373,0.0,0.15828107544157008,0.0,1.0,1.0
Thrap3,-0.08883929786731566,0.1127380071806785,0.0,0.15943561874983092,0.0,1.0,1.0
Thrb,-0.1721994587162746,0.14531149435845161,0.0,0.20550148609042376,0.0,1.0,1.0
Thumpd1,-0.006064198738453995,0.10651346767161843,0.0,0.15063279055659098,0.0,1.0,1.0
Tiam1,-0.07854164221920816,0.13216597059267815,0.0,0.1869109080963691,0.0,1.0,1.0
Ticam1,0.223747630678964,0.3249174241239882,0.0,0.4595026278474752,0.0,1.0,1.0
Ticam2,2.0892723501575157,1.6842677740642047,0.0,2.381914328749542,0.0,1.0,1.0
Tie1,-0.43670448784287663,0.3339543854837161,0.0,0.47228282116504394,0.0,1.0,1.0
Tigar,-0.508256886579553,0.2733087175544203,0.0,0.3865168950802588,0.0,1.0,1.0
Tigit,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Timeless,0.2953221389919361,0.39323176292396883,0.0,0.5561136922829584,0.0,1.0,1.0
Timm50,-0.11871176323297511,0.16180701270676648,0.0,0.22882967185698488,0.0,1.0,1.0
Timmdc1,0.0041477994052366235,0.15087783641413086,0.0,0.21337348251837307,0.0,1.0,1.0
Timp1,0.8309004330832714,1.1736452332007339,0.0,1.6597850062070116,0.0,1.0,1.0
Timp4,0.023357749331483005,0.12761220022557085,0.0,0.18047090428327323,0.0,1.0,1.0
Tiparp,0.23213296093468913,0.14707658897363304,0.0,0.20799770683408506,0.0,1.0,1.0
Tirap,0.10560041008915984,0.34171748220215264,0.0,0.483261497830271,0.0,1.0,1.0
Tjp1,-0.049402306536506645,0.111915387702851,0.0,0.158272259127615,0.0,1.0,1.0
Tjp2,0.053863556282136724,0.13235842817287252,0.0,0.18718308421646146,0.0,1.0,1.0
Tjp3,-0.3188660965890459,0.746801609736785,0.0,1.0561369648918206,0.0,1.0,1.0
Tlcd1,-0.03292901812797988,0.10381979011422189,0.0,0.14682335522226078,0.0,1.0,1.0
Tle1,0.06947755418882182,0.12616786722935222,0.0,0.17842830897143788,0.0,1.0,1.0
Tle4,-0.06230949908114893,0.09042669893767416,0.0,0.12788266403828755,0.0,1.0,1.0
Tle6,-0.28222301989040444,0.23722766915435825,0.0,0.33549058708825097,0.0,1.0,1.0
Tll1,0.3222614063308736,0.5341172261477739,0.0,0.7553558251152794,0.0,1.0,1.0
Tln1,0.055394813395854677,0.24236429254373731,0.0,0.3427548695503137,0.0,1.0,1.0
Tlr1,-0.5238639513665737,2.2051563113324,0.0,3.1185619626389074,0.0,1.0,1.0
Tlr11,1.0636699920787205,2.9282044588755065,0.0,4.141106459143111,0.0,1.0,1.0
Tlr12,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Tlr13,1.2964300423539383,1.2225697808472527,0.0,1.7289747650216873,0.0,1.0,1.0
Tlr2,0.09736187962394294,0.5913465730047246,0.0,0.8362903436061331,0.0,1.0,1.0
Tlr3,-0.09642274306255813,0.2659009762835743,0.0,0.37604076690847743,0.0,1.0,1.0
Tlr4,0.5237099081647992,1.316893872874362,0.0,1.8623691752249532,0.0,1.0,1.0
Tlr5,-0.4784803785277258,0.2905856147389924,0.0,0.41095011739440623,0.0,1.0,1.0
Tlr6,0.20796863141380545,0.8827888863151705,0.0,1.2484520157391545,0.0,1.0,1.0
Tlr7,-0.44209000069547744,1.027028583979711,0.0,1.4524377524089427,0.0,1.0,1.0
Tlr8,-3.16790895313755,2.6787400324998414,0.0,3.788310484033021,0.0,1.0,1.0
Tlr9,-1.1247264984039562,1.057428595018204,0.0,1.495429860315871,0.0,1.0,1.0
Tlx1,1.0836851200902604,1.9951764343728065,0.0,2.8216055728172162,0.0,1.0,1.0
Tlx3,1.8297311993613397,3.662494983481963,0.0,5.179550077763617,0.0,1.0,1.0
Tmco5,-0.007036170751024405,0.8103038993046341,0.0,1.1459427640404163,0.0,1.0,1.0
Tmem106b,-0.019560255244154584,0.07871379087543245,0.0,0.11131811060183616,0.0,1.0,1.0
Tmem108,-0.2515727321821333,0.3600898514063147,0.0,0.5092439515317227,0.0,1.0,1.0
Tmem109,0.08506549411309529,0.14313269418147362,0.0,0.2024201973304406,0.0,1.0,1.0
Tmem119,-0.18721633624602602,0.3773815714862871,0.0,0.5336981365855789,0.0,1.0,1.0
Tmem120a,0.03452815132853561,0.19878511919415376,0.0,0.2811246115623245,0.0,1.0,1.0
